user_name,list_name,rank_in_list,item_id
samantha.campbell,Movie Picks,3,83
samantha.campbell,Movie Picks,4,453
samantha.campbell,Movie Picks,5,71
samantha.campbell,Movie Picks,6,218
samantha.campbell,Movie Picks,7,247
samantha.campbell,Movie Picks,8,48
samantha.campbell,Movie Picks,9,371
samantha.campbell,Movie Picks,10,448
luke.mitchell,Favorite Games,1,380
luke.mitchell,Favorite Games,2,370
luke.mitchell,Favorite Games,3,409
luke.mitchell,Favorite Games,4,180
luke.mitchell,Favorite Games,5,214
luke.mitchell,Favorite Games,6,37
luke.mitchell,Favorite Games,7,33
luke.mitchell,Favorite Games,8,487
luke.mitchell,Favorite Games,9,282
luke.mitchell,Favorite Games,10,290
anna.perez,Anime Picks,1,68
anna.perez,Anime Picks,2,140
anna.perez,Anime Picks,3,270
anna.perez,Anime Picks,4,17
anna.perez,Anime Picks,5,89
anna.perez,Anime Picks,6,422
anna.perez,Anime Picks,7,170
anna.perez,Anime Picks,8,361
anna.perez,Anime Picks,9,44
anna.perez,Anime Picks,10,80
lincoln.roberts,Top Hits,1,251
lincoln.roberts,Top Hits,2,208
lincoln.roberts,Top Hits,3,272
lincoln.roberts,Top Hits,4,212
lincoln.roberts,Top Hits,5,127
lincoln.roberts,Top Hits,6,316
lincoln.roberts,Top Hits,7,246
lincoln.roberts,Top Hits,8,107
lincoln.roberts,Top Hits,9,240
lincoln.roberts,Top Hits,10,286
ariana.turner,Movie Classics,1,356
ariana.turner,Movie Classics,2,276
ariana.turner,Movie Classics,3,480
ariana.turner,Movie Classics,4,485
ariana.turner,Movie Classics,5,388
ariana.turner,Movie Classics,6,116
ariana.turner,Movie Classics,7,346
ariana.turner,Movie Classics,8,462
ariana.turner,Movie Classics,9,31
ariana.turner,Movie Classics,10,5
oliver.phillips,Anime Night,1,379
oliver.phillips,Anime Night,2,489
oliver.phillips,Anime Night,3,426
oliver.phillips,Anime Night,4,296
oliver.phillips,Anime Night,5,7
oliver.phillips,Anime Night,6,292
oliver.phillips,Anime Night,7,409
oliver.phillips,Anime Night,8,51
oliver.phillips,Anime Night,9,126
oliver.phillips,Anime Night,10,408
brooklyn.sanchez,Game Collection,1,345
brooklyn.sanchez,Game Collection,2,93
brooklyn.sanchez,Game Collection,3,70
brooklyn.sanchez,Game Collection,4,380
brooklyn.sanchez,Game Collection,5,36
brooklyn.sanchez,Game Collection,6,181
brooklyn.sanchez,Game Collection,7,349
brooklyn.sanchez,Game Collection,8,240
brooklyn.sanchez,Game Collection,9,195
brooklyn.sanchez,Game Collection,10,228
colton.long,Favorite Songs,1,152
colton.long,Favorite Songs,2,346
colton.long,Favorite Songs,3,480
colton.long,Favorite Songs,4,499
colton.long,Favorite Songs,5,449
colton.long,Favorite Songs,6,474
colton.long,Favorite Songs,7,101
colton.long,Favorite Songs,8,487
colton.long,Favorite Songs,9,173
colton.long,Favorite Songs,10,96
ethan.parker,Top Movies,1,367
ethan.parker,Top Movies,2,371
ethan.parker,Top Movies,3,188
ethan.parker,Top Movies,4,387
ethan.parker,Top Movies,5,110
ethan.parker,Top Movies,6,86
ethan.parker,Top Movies,7,269
ethan.parker,Top Movies,8,330
ethan.parker,Top Movies,9,464
ethan.parker,Top Movies,10,140
mia.collins,Anime Collection,1,251
mia.collins,Anime Collection,2,70
mia.collins,Anime Collection,3,233
mia.collins,Anime Collection,4,92
mia.collins,Anime Collection,5,370
mia.collins,Anime Collection,6,48
mia.collins,Anime Collection,7,42
mia.collins,Anime Collection,8,159
mia.collins,Anime Collection,9,73
mia.collins,Anime Collection,10,412
lucas.martinez,Best Games,1,293
lucas.martinez,Best Games,2,50
lucas.martinez,Best Games,3,115
lucas.martinez,Best Games,4,43
lucas.martinez,Best Games,5,294
lucas.martinez,Best Games,6,164
lucas.martinez,Best Games,7,424
lucas.martinez,Best Games,8,91
lucas.martinez,Best Games,9,250
lucas.martinez,Best Games,10,26
isabelle.nelson,Favorite Songs,1,62
isabelle.nelson,Favorite Songs,2,7
isabelle.nelson,Favorite Songs,3,408
isabelle.nelson,Favorite Songs,4,302
isabelle.nelson,Favorite Songs,5,29
isabelle.nelson,Favorite Songs,6,281
isabelle.nelson,Favorite Songs,7,332
isabelle.nelson,Favorite Songs,8,470
isabelle.nelson,Favorite Songs,9,76
isabelle.nelson,Favorite Songs,10,288
ryan.cooper,Top Movies,1,78
ryan.cooper,Top Movies,2,459
ryan.cooper,Top Movies,3,227
ryan.cooper,Top Movies,4,350
ryan.cooper,Top Movies,5,400
ryan.cooper,Top Movies,6,477
ryan.cooper,Top Movies,7,316
ryan.cooper,Top Movies,8,340
ryan.cooper,Top Movies,9,479
ryan.cooper,Top Movies,10,96
emily.ward,Anime Picks,1,415
emily.ward,Anime Picks,2,355
emily.ward,Anime Picks,3,264
emily.ward,Anime Picks,4,376
emily.ward,Anime Picks,5,187
emily.ward,Anime Picks,6,217
emily.ward,Anime Picks,7,255
emily.ward,Anime Picks,8,269
emily.ward,Anime Picks,9,232
emily.ward,Anime Picks,10,76
mason.roberts,Top Hits,1,405
mason.roberts,Top Hits,2,271
mason.roberts,Top Hits,3,153
mason.roberts,Top Hits,4,54
mason.roberts,Top Hits,5,21
mason.roberts,Top Hits,6,121
mason.roberts,Top Hits,7,338
mason.roberts,Top Hits,8,230
mason.roberts,Top Hits,9,471
mason.roberts,Top Hits,10,170
amelia.reed,Favorite Movies,1,273
amelia.reed,Favorite Movies,2,10
amelia.reed,Favorite Movies,3,46
amelia.reed,Favorite Movies,4,409
amelia.reed,Favorite Movies,5,161
amelia.reed,Favorite Movies,6,433
amelia.reed,Favorite Movies,7,20
amelia.reed,Favorite Movies,8,168
amelia.reed,Favorite Movies,9,235
amelia.reed,Favorite Movies,10,238
jack.howard,Anime Extravaganza,1,195
jack.howard,Anime Extravaganza,2,182
jack.howard,Anime Extravaganza,3,331
jack.howard,Anime Extravaganza,4,478
jack.howard,Anime Extravaganza,5,140
jack.howard,Anime Extravaganza,6,45
jack.howard,Anime Extravaganza,7,451
jack.howard,Anime Extravaganza,8,453
jack.howard,Anime Extravaganza,9,101
jack.howard,Anime Extravaganza,10,391
natalie.king,Game Night,1,216
natalie.king,Game Night,2,254
natalie.king,Game Night,3,320
natalie.king,Game Night,4,417
natalie.king,Game Night,5,393
natalie.king,Game Night,6,221
natalie.king,Game Night,7,170
natalie.king,Game Night,8,469
natalie.king,Game Night,9,85
natalie.king,Game Night,10,158
jacob.richards,Top Songs,1,353
jacob.richards,Top Songs,2,480
jacob.richards,Top Songs,3,210
jacob.richards,Top Songs,4,474
jacob.richards,Top Songs,5,407
jacob.richards,Top Songs,6,39
jacob.richards,Top Songs,7,29
jacob.richards,Top Songs,8,487
jacob.richards,Top Songs,9,285
jacob.richards,Top Songs,10,194
mia.myers,Classic Movies,1,384
mia.myers,Classic Movies,2,399
mia.myers,Classic Movies,3,90
mia.myers,Classic Movies,4,405
mia.myers,Classic Movies,5,262
mia.myers,Classic Movies,6,84
mia.myers,Classic Movies,7,304
mia.myers,Classic Movies,8,271
mia.myers,Classic Movies,9,306
mia.myers,Classic Movies,10,201
ethan.morris,Anime Binge,1,18
ethan.morris,Anime Binge,2,388
ethan.morris,Anime Binge,3,275
ethan.morris,Anime Binge,4,263
ethan.morris,Anime Binge,5,149
ethan.morris,Anime Binge,6,282
ethan.morris,Anime Binge,7,209
ethan.morris,Anime Binge,8,456
ethan.morris,Anime Binge,9,173
ethan.morris,Anime Binge,10,396
aubrey.wood,Retro Hits,1,354
aubrey.wood,Retro Hits,2,442
aubrey.wood,Retro Hits,3,270
aubrey.wood,Retro Hits,4,387
aubrey.wood,Retro Hits,5,131
aubrey.wood,Retro Hits,6,145
aubrey.wood,Retro Hits,7,103
aubrey.wood,Retro Hits,8,70
aubrey.wood,Retro Hits,9,78
aubrey.wood,Retro Hits,10,107
samuel.russell,Favorite Games,1,360
samuel.russell,Favorite Games,2,151
samuel.russell,Favorite Games,3,112
samuel.russell,Favorite Games,4,348
samuel.russell,Favorite Games,5,53
samuel.russell,Favorite Games,6,303
samuel.russell,Favorite Games,7,469
samuel.russell,Favorite Games,8,364
samuel.russell,Favorite Games,9,361
samuel.russell,Favorite Games,10,101
isabella.watson,Top Anime,1,236
isabella.watson,Top Anime,2,358
isabella.watson,Top Anime,3,353
isabella.watson,Top Anime,4,191
isabella.watson,Top Anime,5,254
isabella.watson,Top Anime,6,410
isabella.watson,Top Anime,7,371
isabella.watson,Top Anime,8,201
isabella.watson,Top Anime,9,360
isabella.watson,Top Anime,10,176
chloe.sullivan,Movie Marathon,1,434
chloe.sullivan,Movie Marathon,2,372
chloe.sullivan,Movie Marathon,3,435
chloe.sullivan,Movie Marathon,4,11
chloe.sullivan,Movie Marathon,5,492
chloe.sullivan,Movie Marathon,6,173
chloe.sullivan,Movie Marathon,7,340
chloe.sullivan,Movie Marathon,8,133
chloe.sullivan,Movie Marathon,9,288
chloe.sullivan,Movie Marathon,10,403
james.cooper,Anime Adventures,1,179
james.cooper,Anime Adventures,2,259
james.cooper,Anime Adventures,3,386
james.cooper,Anime Adventures,4,63
james.cooper,Anime Adventures,5,206
james.cooper,Anime Adventures,6,238
james.cooper,Anime Adventures,7,89
james.cooper,Anime Adventures,8,360
james.cooper,Anime Adventures,9,359
james.cooper,Anime Adventures,10,297
olivia.peterson,Top Hits,1,492
olivia.peterson,Top Hits,2,217
olivia.peterson,Top Hits,3,80
olivia.peterson,Top Hits,4,225
olivia.peterson,Top Hits,5,137
olivia.peterson,Top Hits,6,477
olivia.peterson,Top Hits,7,88
olivia.peterson,Top Hits,8,3
olivia.peterson,Top Hits,9,373
olivia.peterson,Top Hits,10,467
liam.ross,Favorite Movies,1,333
liam.ross,Favorite Movies,2,288
liam.ross,Favorite Movies,3,70
liam.ross,Favorite Movies,4,438
liam.ross,Favorite Movies,5,368
liam.ross,Favorite Movies,6,211
liam.ross,Favorite Movies,7,101
liam.ross,Favorite Movies,8,376
liam.ross,Favorite Movies,9,455
liam.ross,Favorite Movies,10,120
ava.hughes,Game Picks,1,274
ava.hughes,Game Picks,2,189
ava.hughes,Game Picks,3,101
ava.hughes,Game Picks,4,440
ava.hughes,Game Picks,5,445
ava.hughes,Game Picks,6,151
ava.hughes,Game Picks,7,96
ava.hughes,Game Picks,8,243
ava.hughes,Game Picks,9,187
ava.hughes,Game Picks,10,373
sophia.wood,Best Anime,1,215
sophia.wood,Best Anime,2,10
sophia.wood,Best Anime,3,385
sophia.wood,Best Anime,4,207
sophia.wood,Best Anime,5,319
sophia.wood,Best Anime,6,379
sophia.wood,Best Anime,7,248
sophia.wood,Best Anime,8,305
sophia.wood,Best Anime,9,31
sophia.wood,Best Anime,10,168
logan.jenkins,Classic Songs,1,499
logan.jenkins,Classic Songs,2,494
logan.jenkins,Classic Songs,3,297
logan.jenkins,Classic Songs,4,275
logan.jenkins,Classic Songs,5,303
logan.jenkins,Classic Songs,6,486
logan.jenkins,Classic Songs,7,259
logan.jenkins,Classic Songs,8,375
logan.jenkins,Classic Songs,9,59
logan.jenkins,Classic Songs,10,265
zoey.bailey,Top Movies,1,38
zoey.bailey,Top Movies,2,52
zoey.bailey,Top Movies,3,364
zoey.bailey,Top Movies,4,107
zoey.bailey,Top Movies,5,470
zoey.bailey,Top Movies,6,252
zoey.bailey,Top Movies,7,339
zoey.bailey,Top Movies,8,24
zoey.bailey,Top Movies,9,416
zoey.bailey,Top Movies,10,192
nathan.lee,Anime Night,1,180
nathan.lee,Anime Night,2,193
nathan.lee,Anime Night,3,41
nathan.lee,Anime Night,4,441
nathan.lee,Anime Night,5,75
nathan.lee,Anime Night,6,378
nathan.lee,Anime Night,7,239
nathan.lee,Anime Night,8,137
nathan.lee,Anime Night,9,484
nathan.lee,Anime Night,10,30
william.harris,Favorite Hits,1,4
william.harris,Favorite Hits,2,149
william.harris,Favorite Hits,3,438
william.harris,Favorite Hits,4,242
william.harris,Favorite Hits,5,446
william.harris,Favorite Hits,6,474
william.harris,Favorite Hits,7,285
william.harris,Favorite Hits,8,278
william.harris,Favorite Hits,9,150
william.harris,Favorite Hits,10,483
ava.cooper,Top Games,1,101
ava.cooper,Top Games,2,218
ava.cooper,Top Games,3,96
ava.cooper,Top Games,4,392
ava.cooper,Top Games,5,214
ava.cooper,Top Games,6,11
ava.cooper,Top Games,7,399
ava.cooper,Top Games,8,383
ava.cooper,Top Games,9,69
ava.cooper,Top Games,10,99
daniel.ramirez,Best Anime,1,348
daniel.ramirez,Best Anime,2,330
daniel.ramirez,Best Anime,3,229
daniel.ramirez,Best Anime,4,431
daniel.ramirez,Best Anime,5,357
daniel.ramirez,Best Anime,6,379
daniel.ramirez,Best Anime,7,17
daniel.ramirez,Best Anime,8,439
daniel.ramirez,Best Anime,9,364
daniel.ramirez,Best Anime,10,99
ella.nelson,Movie Favorites,1,176
ella.nelson,Movie Favorites,2,397
ella.nelson,Movie Favorites,3,97
ella.nelson,Movie Favorites,4,73
ella.nelson,Movie Favorites,5,460
ella.nelson,Movie Favorites,6,182
ella.nelson,Movie Favorites,7,209
ella.nelson,Movie Favorites,8,243
ella.nelson,Movie Favorites,9,61
ella.nelson,Movie Favorites,10,468
dylan.mitchell,Top Hits,1,485
dylan.mitchell,Top Hits,2,460
dylan.mitchell,Top Hits,3,313
dylan.mitchell,Top Hits,4,62
dylan.mitchell,Top Hits,5,314
dylan.mitchell,Top Hits,6,165
dylan.mitchell,Top Hits,7,191
dylan.mitchell,Top Hits,8,98
dylan.mitchell,Top Hits,9,490
dylan.mitchell,Top Hits,10,365
grace.jenkins,Anime Picks,1,294
grace.jenkins,Anime Picks,2,158
grace.jenkins,Anime Picks,3,249
grace.jenkins,Anime Picks,4,470
grace.jenkins,Anime Picks,5,310
grace.jenkins,Anime Picks,6,475
grace.jenkins,Anime Picks,7,117
grace.jenkins,Anime Picks,8,123
grace.jenkins,Anime Picks,9,476
grace.jenkins,Anime Picks,10,214
jacob.carter,Classic Movies,1,19
jacob.carter,Classic Movies,2,461
jacob.carter,Classic Movies,3,394
jacob.carter,Classic Movies,4,160
jacob.carter,Classic Movies,5,459
jacob.carter,Classic Movies,6,21
jacob.carter,Classic Movies,7,46
jacob.carter,Classic Movies,8,4
jacob.carter,Classic Movies,9,5
jacob.carter,Classic Movies,10,286
isabella.phillips,Great Songs,1,75
isabella.phillips,Great Songs,2,406
isabella.phillips,Great Songs,3,410
isabella.phillips,Great Songs,4,11
isabella.phillips,Great Songs,5,228
isabella.phillips,Great Songs,6,344
isabella.phillips,Great Songs,7,153
isabella.phillips,Great Songs,8,136
isabella.phillips,Great Songs,9,248
isabella.phillips,Great Songs,10,451
ava.brooks,Top Anime,1,302
ava.brooks,Top Anime,2,305
ava.brooks,Top Anime,3,478
ava.brooks,Top Anime,4,156
ava.brooks,Top Anime,5,147
ava.brooks,Top Anime,6,48
ava.brooks,Top Anime,7,69
ava.brooks,Top Anime,8,348
ava.brooks,Top Anime,9,59
ava.brooks,Top Anime,10,53
oliver.cooper,Favorite Games,1,117
oliver.cooper,Favorite Games,2,265
oliver.cooper,Favorite Games,3,437
oliver.cooper,Favorite Games,4,316
oliver.cooper,Favorite Games,5,436
oliver.cooper,Favorite Games,6,386
oliver.cooper,Favorite Games,7,381
oliver.cooper,Favorite Games,8,391
oliver.cooper,Favorite Games,9,57
oliver.cooper,Favorite Games,10,30
mia.hughes,Movie Marathon,1,48
mia.hughes,Movie Marathon,2,378
mia.hughes,Movie Marathon,3,388
mia.hughes,Movie Marathon,4,318
mia.hughes,Movie Marathon,5,64
mia.hughes,Movie Marathon,6,336
mia.hughes,Movie Marathon,7,66
mia.hughes,Movie Marathon,8,280
mia.hughes,Movie Marathon,9,82
mia.hughes,Movie Marathon,10,475
lucas.roberts,Anime Night,1,429
lucas.roberts,Anime Night,2,447
lucas.roberts,Anime Night,3,114
lucas.roberts,Anime Night,4,152
lucas.roberts,Anime Night,5,474
lucas.roberts,Anime Night,6,451
lucas.roberts,Anime Night,7,278
lucas.roberts,Anime Night,8,96
lucas.roberts,Anime Night,9,169
lucas.roberts,Anime Night,10,310
amelia.cook,Top Songs,1,386
amelia.cook,Top Songs,2,131
amelia.cook,Top Songs,3,277
amelia.cook,Top Songs,4,343
amelia.cook,Top Songs,5,66
amelia.cook,Top Songs,6,461
amelia.cook,Top Songs,7,308
amelia.cook,Top Songs,8,371
amelia.cook,Top Songs,9,383
amelia.cook,Top Songs,10,432
ethan.foster,Favorite Movies,1,256
ethan.foster,Favorite Movies,2,282
ethan.foster,Favorite Movies,3,301
ethan.foster,Favorite Movies,4,460
ethan.foster,Favorite Movies,5,438
ethan.foster,Favorite Movies,6,468
ethan.foster,Favorite Movies,7,79
ethan.foster,Favorite Movies,8,55
ethan.foster,Favorite Movies,9,56
ethan.foster,Favorite Movies,10,371
ava.richards,Best Anime,1,86
ava.richards,Best Anime,2,303
ava.richards,Best Anime,3,395
ava.richards,Best Anime,4,356
ava.richards,Best Anime,5,411
ava.richards,Best Anime,6,245
ava.richards,Best Anime,7,215
ava.richards,Best Anime,8,384
ava.richards,Best Anime,9,330
ava.richards,Best Anime,10,272
emma.perry,Retro Hits,1,197
emma.perry,Retro Hits,2,9
emma.perry,Retro Hits,3,93
emma.perry,Retro Hits,4,226
emma.perry,Retro Hits,5,227
emma.perry,Retro Hits,6,16
emma.perry,Retro Hits,7,82
emma.perry,Retro Hits,8,474
emma.perry,Retro Hits,9,67
emma.perry,Retro Hits,10,450
liam.jenkins,Top Movies,1,201
liam.jenkins,Top Movies,2,99
liam.jenkins,Top Movies,3,52
liam.jenkins,Top Movies,4,324
liam.jenkins,Top Movies,5,135
liam.jenkins,Top Movies,6,375
liam.jenkins,Top Movies,7,311
liam.jenkins,Top Movies,8,84
liam.jenkins,Top Movies,9,222
liam.jenkins,Top Movies,10,372
olivia.bailey,Anime Collection,1,115
olivia.bailey,Anime Collection,2,313
olivia.bailey,Anime Collection,3,318
olivia.bailey,Anime Collection,4,281
olivia.bailey,Anime Collection,5,392
olivia.bailey,Anime Collection,6,439
olivia.bailey,Anime Collection,7,92
olivia.bailey,Anime Collection,8,192
olivia.bailey,Anime Collection,9,28
olivia.bailey,Anime Collection,10,435
noah.kelly,Best Hits,1,334
noah.kelly,Best Hits,2,468
noah.kelly,Best Hits,3,118
noah.kelly,Best Hits,4,119
noah.kelly,Best Hits,5,176
noah.kelly,Best Hits,6,365
noah.kelly,Best Hits,7,250
noah.kelly,Best Hits,8,333
noah.kelly,Best Hits,9,309
noah.kelly,Best Hits,10,252
isabella.ward,Movie Favorites,1,319
isabella.ward,Movie Favorites,2,54
isabella.ward,Movie Favorites,3,137
isabella.ward,Movie Favorites,4,465
isabella.ward,Movie Favorites,5,447
isabella.ward,Movie Favorites,6,249
isabella.ward,Movie Favorites,7,320
isabella.ward,Movie Favorites,8,427
isabella.ward,Movie Favorites,9,251
isabella.ward,Movie Favorites,10,382
jacob.ross,Anime Picks,1,66
jacob.ross,Anime Picks,2,141
jacob.ross,Anime Picks,3,341
jacob.ross,Anime Picks,4,363
jacob.ross,Anime Picks,5,408
jacob.ross,Anime Picks,6,10
jacob.ross,Anime Picks,7,251
jacob.ross,Anime Picks,8,481
jacob.ross,Anime Picks,9,449
jacob.ross,Anime Picks,10,459
mia.phillips,Top Songs,1,393
mia.phillips,Top Songs,2,392
mia.phillips,Top Songs,3,26
mia.phillips,Top Songs,4,62
mia.phillips,Top Songs,5,341
mia.phillips,Top Songs,6,133
mia.phillips,Top Songs,7,23
mia.phillips,Top Songs,8,51
mia.phillips,Top Songs,9,467
mia.phillips,Top Songs,10,461
ethan.murphy,Favorite Movies,1,337
ethan.murphy,Favorite Movies,2,378
ethan.murphy,Favorite Movies,3,304
ethan.murphy,Favorite Movies,4,244
ethan.murphy,Favorite Movies,5,212
ethan.murphy,Favorite Movies,6,347
ethan.murphy,Favorite Movies,7,182
ethan.murphy,Favorite Movies,8,226
ethan.murphy,Favorite Movies,9,277
ethan.murphy,Favorite Movies,10,74
ava.nelson,Game Night,1,367
ava.nelson,Game Night,2,429
ava.nelson,Game Night,3,19
ava.nelson,Game Night,4,309
ava.nelson,Game Night,5,111
ava.nelson,Game Night,6,38
ava.nelson,Game Night,7,100
ava.nelson,Game Night,8,343
ava.nelson,Game Night,9,361
ava.nelson,Game Night,10,114
oliver.watson,Anime Adventures,1,323
oliver.watson,Anime Adventures,2,222
oliver.watson,Anime Adventures,3,1
oliver.watson,Anime Adventures,4,335
oliver.watson,Anime Adventures,5,135
oliver.watson,Anime Adventures,6,83
oliver.watson,Anime Adventures,7,297
oliver.watson,Anime Adventures,8,261
oliver.watson,Anime Adventures,9,357
oliver.watson,Anime Adventures,10,353
emma.sullivan,Top Hits,1,136
emma.sullivan,Top Hits,2,78
emma.sullivan,Top Hits,3,464
emma.sullivan,Top Hits,4,273
emma.sullivan,Top Hits,5,111
emma.sullivan,Top Hits,6,432
emma.sullivan,Top Hits,7,386
emma.sullivan,Top Hits,8,335
emma.sullivan,Top Hits,9,467
emma.sullivan,Top Hits,10,235
liam.watson,Classic Movies,1,198
liam.watson,Classic Movies,2,371
liam.watson,Classic Movies,3,391
liam.watson,Classic Movies,4,107
liam.watson,Classic Movies,5,95
liam.watson,Classic Movies,6,444
liam.watson,Classic Movies,7,79
liam.watson,Classic Movies,8,49
liam.watson,Classic Movies,9,234
liam.watson,Classic Movies,10,329
olivia.cooper,Anime Night,1,455
olivia.cooper,Anime Night,2,117
olivia.cooper,Anime Night,3,453
olivia.cooper,Anime Night,4,175
olivia.cooper,Anime Night,5,52
olivia.cooper,Anime Night,6,53
olivia.cooper,Anime Night,7,422
olivia.cooper,Anime Night,8,364
olivia.cooper,Anime Night,9,69
olivia.cooper,Anime Night,10,414
noah.parker,Favorite Songs,1,356
noah.parker,Favorite Songs,2,285
noah.parker,Favorite Songs,3,247
noah.parker,Favorite Songs,4,26
noah.parker,Favorite Songs,5,96
noah.parker,Favorite Songs,6,29
noah.parker,Favorite Songs,7,206
noah.parker,Favorite Songs,8,314
noah.parker,Favorite Songs,9,343
noah.parker,Favorite Songs,10,163
jacob.bailey,Top Movies,1,294
jacob.bailey,Top Movies,2,449
jacob.bailey,Top Movies,3,315
jacob.bailey,Top Movies,4,333
jacob.bailey,Top Movies,5,419
jacob.bailey,Top Movies,6,357
jacob.bailey,Top Movies,7,401
jacob.bailey,Top Movies,8,118
jacob.bailey,Top Movies,9,372
jacob.bailey,Top Movies,10,246
ethan.ramirez,Best Anime,1,14
ethan.ramirez,Best Anime,2,232
ethan.ramirez,Best Anime,3,338
ethan.ramirez,Best Anime,4,462
ethan.ramirez,Best Anime,5,226
ethan.ramirez,Best Anime,6,126
ethan.ramirez,Best Anime,7,220
ethan.ramirez,Best Anime,8,56
ethan.ramirez,Best Anime,9,376
ethan.ramirez,Best Anime,10,243
